title,label
Cate Blanchett Calls for ‘Parity and Transparency’ in Red Carpet Protest of Gender Inequity in Cannes,0
"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",0
A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.,1
"Kendall Jenner Envious Of Kim’s Modeling Gigs, Thinks Sis Is Stealing Limelight From Her, ‘Radar’ Reports",0
Gwen Stefani Admits Vegas Residency Is The ‘End’ Of Her Musical ‘Journey’: Settling Down With Blake?,0
"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.",1
"Cindy Crawford Says Daughter Kaia Gerber ''Loves Kendall Jenner,'' Talks 14-Year-Old's Modeling Future: Watch",0
"The average homeowner spends more than $2,000 each year on energy costs more than on either real estate taxes or homeowners insurance.",1
"Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.",1
There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate.,1
"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",1
"In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.",1
"If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.",1
Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,1
"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day.",1
"Robert Pattinson on Nearly Being Fired From ‘Twilight,’ His Current Love Life, and Stealing as a Kid",0
Angelina Jolie 'ordered to allow Brad Pitt to spend more time with their children or risk losing primary custody',0
The look of love: Katie Holmes and Jamie Foxx pack on the PDA in rare public appearance at pre-Grammys gala,0
Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,1
"\u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",1
"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.",1
Says taxpayer subsidy for the Oregon Convention Center hotel jumped $100 million in closed-door sessions,1
"Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.",1
"If you will go look up the definition of act of God, weve used it in legal terms for a long time in this state.",1
Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections.,1
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),0
"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""",1
"A couple retiring today will pay about $119,000 in lifetime Medicare taxes and receive about $357,000 in lifetime Medicare benefits. ... about 3 bucks in benefits for every dollar in taxes.",1
Ellen DeGeneres Caught With Mystery Brunette Date - Portia de Rossi Break-Up Rumors Gain Momentum (PHOTOS),0
Are Katie Holmes and Jamie Foxx Dating? The 'Dawson's Creek' Star Issued Her First Public Statement About It,0
Michelle Obama Didn’t Try To ‘Sneak A Spot’ On Prince Harry And Meghan Markle’s Wedding Guest List [Debunked],0
We havent had control of the House for the last two years and its been malfunctioning. We had 109 sessions scheduled and held 49.,1
The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,1
"There are cities and counties in Georgia that dont have websites, and where elected officials dont have email addresses.",1
Cuyahoga County passed a program to guarantee a college savings account for every single child who enters kindergarten in this county -- the first county in the United States to do so.,1
Angelina Jolie asks to keep all her jewellery in divorce from Brad Pitt- including THAT £194K engagement ring,0
"When oil and gas prices sent state revenues up, Palin sent ""a large share of that revenue directly back to the people of Alaska.""",1
Florida shelled out more money for drug testing than it saved by denying welfare benefits to people who tested positive for drugs.,1
"The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.",1
[The state ethics commission] took absolutely the same percent of cuts as most other state agencies. They were somewhere in the 7 percent range same as the governors office.,1
"Justin Bieber, Selena Gomez Relationship Rumors: Proposals, Jealousy, Bieber Desperate To Reconcile (UPDATE)",0
"Adam Sandler Confirms Justin Bieber Didn’t Ask For Acting Advice, Says Singer Is ‘Funny As Hell’ [Opinion]",0
Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.,1
How Anna Faris and Chris Pratt Emerged From Their Heartbreaking Divorce Unscathed and Still the Best of Friends,0
Seventy of Ohios 88 counties now have more than 25 percent of their residents eligible for emergency food.,1
"Among the developed nations, we are the least economically and socially mobile country in the world.",1
"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.",1
A 'Dream Come True' & a 'Dirrty' Halloween: Birthday Girl Kylie Jenner Shares Highlights from Her Last Year,0
"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.",1
The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,1
From Welcoming a Baby Together to Their Joint GQ Cover: Inside Kylie Jenner & Travis Scott's Whirlwind Romance,0
"The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.",1
  Angelina Jolie   Jennifer Aniston Did NOT Have FaceToFace Meeting FaceToFace Meeting Despite Report,0
"Beyoncé and Husband JAY-Z Experienced a Difficult Delivery During the Birth of Their Twins: ""There Was a Lot of Drama"" (EXCLUSIVE)",0
Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,1
Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,1
"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",1
"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",1
To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.,1
Saudi Arabia is the only Muslim country out of 47 Muslim-majority countries where women cannot get licenses to drive.,1
"If you are going to kill the families of terrorists, realize that theres something called the Geneva Convention were going to have to pull out of.",1
"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",1
Weve had the private sector more than double the investment that was made by the public sector at Quonset Business Park.,1
"Obama spent ""40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.""",1
Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.,1
Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,1
"Among Milwaukee Public Schools students, 86 percent are behind in reading and 80 percent are behind in math.",1
"Tyga Insists His Age Difference With Kylie Jenner Doesn't Matter, Talks Blac Chyna and Not Dealing in Hate",0
We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So weve taken 5 percent away from the private sector.,1
"Says if you are on your bike in a crosswalk, all you have to do is dip your wheel into the road and cars must legally stop.",1
"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree.",1
Says Hillary Clinton said she was under attack (in Bosnia) but the attack turned out to be young girls handing her flowers.,1
Kanye West ‘Calmer & More Focused’ On One Year Anniversary Of Breakdown: Life With Kim Is ‘Flourishing’,0
Victoria Beckham overjoyed at Spice Girls reunion as band’s TV deal is snub to David Beckham’s move to Miami,0
‘The Voice’ poll results: ‘It would be a disaster’ if coaches Adam Levine or Blake Shelton ever left,0
A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration.,1
"Robert Pattinson 2018: Kristen Stewart’s Ex Reportedly Flirting With Kylie Minogue, Bella Hadid And Katy Perry",0
"Are Miley Cyrus and Liam Hemsworth married, when did they get engaged and what are their wedding plans?",0
Says a 1915 referendum on womens right to vote went down in New Jersey. And it took the Legislature to pass it.,1
If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.,1
"Who’s next in line to the throne, where does Prince Harry come in the Royal Family tree and when will Prince Charles be king?",0
Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.,1
"In Weekly Republican Address, Boehner Calls For “New Way Forward” Focused on Creating Jobs, Cutting Spending, & Reforming Congress",1
Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,1
Drew Barrymore! Gisele Bündchen! Miley Cyrus! All the Stars Who Are Honoring International Women's Day,0
Kate Middleton Really Wants to Get Pregnant With Baby No. 3 but Prince William Is Not Having It (EXCLUSIVE),0
Newt Gingrich has been a proponent of selecting a president by popular vote instead of the Electoral College.,1
"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.",1
"Says in our gun laws were allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.",1
"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",1
"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.",1
Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.,1
"Vlogmail on Instagram: “Gossip Cop Busted 3,136 Stories In 2017, HollywoodLife Was Worst Offender #celebritynews #celebrityrumors, #fakenews, #gossip, #gossipcop,…”",0
"More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.",1
"Kylie Jenner & Travis Scott’s Friends Think They Could Be Secretly Engaged, Reports ‘Hollywood Life’",0
Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,1
Says car insurance rates have decreased since about a decade ago because of market-based solutions that attracted more auto insurers to New Jersey.,1
"Emma Stone, Justin Theroux Caught Showing PDA? #emmastone #emmastoneofficial #emmastones #emmastonearmy #emmastoneandandrewgarfield #e…",0
Younes Bendjima ‘Pities’ Scott Disick — He’s Not Scared To ‘Pulverise’ Him In A Fight https://tmbw.news/younes-bendjima-pities-scott-disic…,0
"In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.",1
Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,1
"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",1
A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.,1
He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,1
"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.",1
"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.",1
"'The Voice': Blake Shelton Gets Jealous as Gwen Stefani Fawns Ov - CBS News 8 - San Diego, CA News Station - KFMB Channel 8",0
"‘Today’ Hosts Hint At Rumored Feud: Hoda Kotb, Savannah Guthrie, Megyn Kelly Trade ‘Mean Girl’ Jabs On Air",0
"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",1
Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,1
"Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.",1
"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.",1
"Are Kylie Jenner & Travis Scott Headed For A Split? — She Reveals She’s Living With Her BFF, Not Him",0
Brad Pitt Storms Off Set After ‘Tough Day’ Of Filming: How Angelina Jolie Divorce Is Stressing Him Out,0
The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.,1
The most important career decision you can make is who you marry — here's what that means for Meghan Markle,0
Brad Pitt and uni professor Neri Oxman ‘have been seeing each other for SIX months’ following Angelina Jolie split,0
My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.,1
Says he was the only Republican to vote against creating a House panel to investigate Planned Parenthood.,1
This picture of Justin Theroux cuddling up to ‘close friend’ Naomi Watts ‘upset’ wife Jennifer Aniston,0
"Says, Since 1994 when VAWA was first passed, incidents of domestic violence have dropped more than 50 percent.",1
No member of the American public has ever been killed by commercial nuclear power a record unmatched by other fuels.,1
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,1
"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.",1
"There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.",1
"Crist sent his ""top policy staffer to the House Committee to testify in support of the proposal,"" then vetoed the bill.",1
"Says Marco Rubio said that people who essentially dont agree with him, ought to leave the country, like Keith Olbermann.",1
"If youre earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.",1
Says only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.,1
Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,1
"Since 2008, Gwinnett Countys population has grown 15 percent, while the county government staff has increased only 1 percent.",1
"With those first principles, it allowed a fellow like me to get in his truck and go from one end of the state to the other; started 20 points down and wound up 20 points ahead on election night.",1
"Twenty two years ago, when he was running for governor, Bill Nelson missed 56 percent of his votes in the U.S. House.",1
Exclusive: How Prince Harry and Meghan Markle Hid Out from the Paparazzi When Their Relationship Went Public,0
"Carolyn B. Maloney on Twitter: ""Women's health & wellbeing don’t seem to count in the math of the GOP's merciless #PayMoreForLess healthcare bill. We must not defund @PPFA!… https:",1
"Despite Claims, Jennifer Aniston And Justin Theroux Did Not Fight At Orlando Bloom’s Birthday Celebration",0
Mariah Carey’s boyfriend Bryan Tanaka can’t keep his hands off her as he feels up her thighs on date night,0
Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,1
Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.,1
Gwen Stefani Finding the Inspiration to have Another Baby from Janet Jackson!! Is the Story true? Find out what Gossip Cop has to say about it! – Married Biography,0
Rihanna Has Been On And Off With Hassan Jameel For Two Years — Surprising Revelations Mean It Is Over For Chris Brown,0
The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,1
"Meghan Markle Was Really At Pippa Middleton's Wedding Reception, But The Details Are A Much Debated Mystery",0
Big soda has a lot of money.They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure.,1
"I’ll Make Sure you are Jailed- Donald Trump Tells Ghana’s Prez Mahama ⋆ Ghana Home, Ghana News, Politics, Info, News on Ghana, Ghana",0
Productivity has risen 18 percent ...yet wages have stayed flat... There are 5-million more people in poverty here in our country than there were in 2000.,1
David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse.,1
"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.",1
"Kristen Stewart opens up on dating Robert Pattinson and coming out as gay, says 'public was the enemy'",0
Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.,1
From Welcoming a Baby Together to Their Joint GQ Cover: Inside Kylie Jenner & Travis Scott's Whirlwind Romance,0
"Switzerland and the Netherlands . . . cover all their citizens using private insurers, and they do so for much less cost.",1
"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",1
"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.",1
A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,1
"Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.",1
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",1
"The House of Representatives just voted 300-131 to remove country-of-origin labeling on chicken, pork, and beef sold in the U.S.",1
"During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.",1
Kate Middleton and Prince William May Be Celebrating Prince George’s Birthday on This Caribbean Island,0
"A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",1
Barack Obama voted against born alive legislation in Illinois that was virtually identical to the federal law.,1
Suri Cruise 2018: 12-Year-Old Wants to Start Acting Career?; Reports on Tom Cruise Custody & Disapproval of Katie Holmes’ Boyfriend Debunked,0
"Venus Williams vs. Garbine Muguruza, Wimbledon 2017: Time, TV schedule and live stream for women's final",0
"Angelina Jolie’s parental choices must have really worried judge overseeing Brad Pitt custody fight, experts say",0
"Jennifer Aniston and Justin Theroux’s furious fights with New York neighbour and his bike being covered in sausage the ‘real reason for their split’, claim reports",0
I dont understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.,1
Angelina Jolie Snubbed Margot Robbie — and We're Guessing It's Because of Those Brad Pitt Rumors (EXCLUSIVE),0
"Self-protective, loving and intimate: What Kate and Wills’ body language with their new baby boy reveals",0
"Is Jennifer Lopez engaged to Alex Rodriguez, when did she start dating the baseball star and who have they previously gone out with?",0
"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.",1
"Selena Gomez Isn’t Worried About Justin Bieber and Hailey Baldwin’s Engagement, So Don’t Worry About Her",0
Republican redistricting plans cut Democrat Nancy Nusbaum out of her state Senate district by a half a block.,1
Khloe Kardashian finally opened up about Tristan Thompson after his alleged infidelity — here's a complete timeline of the cheating scandal,0
"Anti-Defamation League Blasts Larry David’s Concentration Camp ‘SNL’ Jokes: “Offensive, Insensitive & Unfunny”",0
"This year, Newt Gingrich has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.",1
"Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.",1
Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,1
Kylie Jenner ‘Struggling With Pregnancy Food Cravings’ During The Holidays: Why It’s So ‘Challenging’,0
Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,0
Says A baby in Coos County is two times as likely to be born to a mother who is someone who used tobacco during her pregnancy as is the average baby born in Oregon or the U.S.,1
"We spent approximately $20-billion of that money on pork barrel, earmark projects. Maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country.",1
The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.,1
"At Bain Capital, we helped start an early childhood learning company called Bright Horizons that First Lady Michelle Obama rightly praised.",1
Says Mitt Romney has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.,1
"We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.",1
"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",1
"In Congress right now, were doing the best job we have ever done in women in the federal legislature, but its still only 19 percent.",1
"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley",1
Says the 3C Corridor train would have taken an hour and 15 minutes longer to carry passengers across Ohio than it would have taken on a New York Central train in 1935.,1
Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,1
Kate Middleton Had a Massive Fortune Before She Was a Duchess. Here’s What We Know About the Royal’s Net Worth,0
Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.,1
"For the first time since the Korean War, total federal spending has gone down for two years in a row.",1
Meghan Markle 'frustrated' by strict royal rules and is 'learning the hard way' about life inside the family,0
"The top 10 most well-paid CEOs in America received a combined $770 million in 2010, while the average American workers wage rose just 2 percent.",1
The State of Texas does not even use the E-Verify system to determine if someone is legally in our country when they apply for a job.,1
Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,1
"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,1
"There have been multiple media reports about (Donald Trumps) business dealings with the mob, with the mafia.",1
Says Charlie Crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.,1
Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.,1
Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,1
Britney Spears and Justin Timberlake Are Collaborating on New Music and We Are Crying a River (REPORT),0
"If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.",1
Three courts have found the new health care law constitutional and two have found it unconstitutional.,1
‘Mamma Mia! Here We Go Again’ Director Ol Parker on Casting Cher: ‘I Refused to Contemplate Anyone Else’,0
"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.",1
Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers.,1
"The Real Angelina Jolie, Tom Cruise and Mel Gibson: Former Studio Exec Sherry Lansing Shares Hollywood Secrets",0
Gwen Stefani shuts down rumours she was 'dumped' by Blake Shelton over 'jealousy and drama' with loved-up snap,0
Trump's assertion left wing protesters just as violent as white supremacists in Charlottesville sets off firestorm,0
Says Central Texas river water sent to downstream rice farmers in 2011 equaled about three years worth of Austins water use.,1
I think [a little] less than half of the people in our prisons are in there for less than a year. ... We have people who are check kiters and dont pay child support and we are locking them up in the state pen.,1
Justin Theroux Reacts to Jennifer Aniston Being Dragged into Brad Pitt and Angelina Jolie’s Divorce News,0
Assistant professor of economics at the Gatton College of Business and Economics at University of Kentucky,1
"Texas prosecutor Rosemary Lehmberg purchased 72 bottles of vodka in just one store alone, in just over a year.",1
Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.,1
Pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.,1
"[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.",1
"The radiation coming from the new TSA body scanners is equivalent to about three minutes worth of air travel by anybody, say, at 30,000 feet.",1
Initial efforts to strip airport contractors of their special diversity status has no effect on the contracts or the citys diversity goals.,1
"Kristen Stewart, Robert Pattinson 2018: Actress Rumored To Direct Their Next Film Together And Quit Acting",0
"Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.",1
Taxpayers pay for roughly 45 percent of all births in Wisconsin! And 60 percent of the births in Milwaukee!!!,1
Folks Lost Their Minds Over How Thick Beyonce Is….Guess They Forgot She Recently Birthed Two Whole People,0
"J.J. Watt, Tyler Perry, Jamie Foxx and More Celebrities Give Big to Relief Funds for Deadly Texas Floods",0
"The truth of the matter is that during my administration, the FBI's crime statistics show that violent crime was reduced in Massachusetts by 7 percent.",1
Ellen DeGeneres and Portia de Rossi Exchange Loving Anniversary Tributes in Celebration of Nine Years of Marriage,0
"By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.",1
"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.",1
"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.",1
'One Kardashian is enough!' How Anna Wintour 'banned' Kim's mom Kris Jenner from the Met Ball (and the Real Housewives weren't welcome either),0
"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",1
Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,1
"How Jennifer Garner is handling Ben Affleck & Lindsay Shookus' relationship: 'She's not embarrassed,' source says",0
Surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.,1
Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.,1
The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,1
"Kylie Jenner is on the cusp of becoming the world's youngest self-made billionaire, with Forbes estimating her net worth to be 3 times as large as Kim Kardashian's",0
Says that in the U.S. House of Representatives weve had bipartisan support for the repeal of Obamacare for getting rid of cap and trade for building the Keystone Pipeline.,1
